alias,categories,coordinates,cuisine,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
tavola-new-york,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 40.755403, 'longitude': -73.994516}",italian,(212) 273-1181,1451.195568662845,V3USzFEGhuoXez4G2Rk11A,https://s3-media1.fl.yelpcdn.com/bphoto/HhhlKQchXV9dhvgGgNH1Bw/o.jpg,False,"{'address1': '488 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['488 9th Ave', 'New York, NY 10018']}",Tavola,+12122731181,$$,4.0,839,['restaurant_reservation'],https://www.yelp.com/biz/tavola-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
olio-e-piú-new-york-3,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.733826, 'longitude': -73.999852}",italian,(212) 243-6546,3441.720334311369,16ZnHpuaaBt92XWeJHCC5A,https://s3-media2.fl.yelpcdn.com/bphoto/l4peUZMi7CLFcG3w3jnYvQ/o.jpg,False,"{'address1': '3 Greenwich Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['3 Greenwich Ave', 'New York, NY 10014']}",Olio e Piú,+12122436546,$$,4.0,1673,"['delivery', 'restaurant_reservation', 'pickup']",https://www.yelp.com/biz/olio-e-pi%C3%BA-new-york-3?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
rubirosa-new-york-2,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.72275, 'longitude': -73.99622}",italian,(212) 965-0500,4424.5161824476145,WG639VkTjmK5dzydd1BBJA,https://s3-media4.fl.yelpcdn.com/bphoto/LuSzR8cpVQRofXOT_bMi1A/o.jpg,False,"{'address1': '235 Mulberry St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['235 Mulberry St', 'New York, NY 10012']}",Rubirosa,+12129650500,$$,4.5,1881,[],https://www.yelp.com/biz/rubirosa-new-york-2?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
ninos-46-new-york,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.7569159, 'longitude': -73.980516}",italian,(212) 719-4015,404.21291417408236,vjubSxmdG_HoBBgd39geBw,https://s3-media3.fl.yelpcdn.com/bphoto/zzgCrcM_HFdRTsDdeD10Pg/o.jpg,False,"{'address1': '39 W 46th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['39 W 46th St', 'New York, NY 10036']}",Nino's 46,+12127194015,$$,4.0,1064,"['delivery', 'pickup']",https://www.yelp.com/biz/ninos-46-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
malatesta-trattoria-new-york,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.73285, 'longitude': -74.00847}",italian,(212) 741-1207,3952.254756666615,IErfGS0DASSJfYU73m0Sqg,https://s3-media2.fl.yelpcdn.com/bphoto/-5A2WyQVd3xrzudn9JBLVA/o.jpg,False,"{'address1': '649 Washington St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['649 Washington St', 'New York, NY 10014']}",Malatesta Trattoria,+12127411207,$$,4.0,1188,[],https://www.yelp.com/biz/malatesta-trattoria-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
pepe-giallo-new-york,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.7468940064083, 'longitude': -74.0049896784992}",italian,(212) 242-6055,2678.1632285019805,AUifp6IDKzmorCM6vY2fug,https://s3-media1.fl.yelpcdn.com/bphoto/8MAtdlNnxIqCFxEOuZ3XvQ/o.jpg,False,"{'address1': '195 10th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['195 10th Ave', 'New York, NY 10011']}",Pepe Giallo,+12122426055,$$,4.0,571,"['delivery', 'restaurant_reservation', 'pickup']",https://www.yelp.com/biz/pepe-giallo-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
il-corso-new-york,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 40.762463, 'longitude': -73.977161}",italian,(212) 957-1500,274.2498190181128,JLpEKUYAtzBRQwsUL3RPIA,https://s3-media3.fl.yelpcdn.com/bphoto/9JdLrFuhRPvMkc_gVOeO_w/o.jpg,False,"{'address1': '54 W 55th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['54 W 55th St', 'New York, NY 10019']}",Il Corso,+12129571500,$$$,4.5,303,[],https://www.yelp.com/biz/il-corso-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
mozzarella-and-vino-new-york,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 40.76204, 'longitude': -73.97718}",italian,(646) 692-8849,228.11455292250466,zjglOaCY8xQu3s2eKnLFzw,https://s3-media1.fl.yelpcdn.com/bphoto/dMOfUU4RQdMvwNdLcNFLiQ/o.jpg,False,"{'address1': '33 W 54th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['33 W 54th St', 'New York, NY 10019']}",Mozzarella & Vino,+16466928849,$$,4.0,236,"['delivery', 'pickup']",https://www.yelp.com/biz/mozzarella-and-vino-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
carmines-italian-restaurant-upper-west-side-new-york,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'catering', 'title': 'Caterers'}]","{'latitude': 40.791077, 'longitude': -73.973763}",italian,(212) 362-2200,3454.8111746859327,mTWlEiCUEBlxBAkIikkB1A,https://s3-media3.fl.yelpcdn.com/bphoto/_lTCIijz3zVH13nUugBwhg/o.jpg,False,"{'address1': '2450 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10024', 'country': 'US', 'state': 'NY', 'display_address': ['2450 Broadway', 'New York, NY 10024']}",Carmine's Italian Restaurant - Upper West Side,+12123622200,$$,4.0,1240,"['delivery', 'pickup']",https://www.yelp.com/biz/carmines-italian-restaurant-upper-west-side-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
toscana-49-new-york,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.7556957079225, 'longitude': -73.9717184007168}",italian,(212) 256-0190,760.8004785980303,TzVVPWK_4dhdSEpNqZwIhQ,https://s3-media1.fl.yelpcdn.com/bphoto/rlrsRGP9mZvXHir5G3Mvxw/o.jpg,False,"{'address1': '143 East 49 St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['143 East 49 St', 'New York, NY 10017']}",Toscana 49,+12122560190,$$$,4.0,203,[],https://www.yelp.com/biz/toscana-49-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
pepe-rosso-social-new-york-2,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.72007, 'longitude': -73.99618}",italian,(212) 219-0019,4709.760060155232,04exhf1PZ79_Km9vHAzvfA,https://s3-media3.fl.yelpcdn.com/bphoto/ynJLjnNLQQPhYrDcwEe0yg/o.jpg,False,"{'address1': '173 Mott St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['173 Mott St', 'New York, NY 10013']}",Pepe Rosso Social,+12122190019,$$,4.0,771,"['delivery', 'restaurant_reservation', 'pickup']",https://www.yelp.com/biz/pepe-rosso-social-new-york-2?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
mama-mia-44-sw-new-york-2,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.759761, 'longitude': -73.992065}",italian,(212) 315-4582,1139.0855928855083,h4VCnZ2aZ33mdenS_ZI7jQ,https://s3-media2.fl.yelpcdn.com/bphoto/Dpd1wHWGVawq9MTOvoBwbQ/o.jpg,False,"{'address1': '621 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['621 9th Ave', 'New York, NY 10036']}",Mama Mia 44 SW,+12123154582,$$,4.0,481,"['delivery', 'restaurant_reservation', 'pickup']",https://www.yelp.com/biz/mama-mia-44-sw-new-york-2?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
norma-gastronomia-siciliana-new-york,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.743553, 'longitude': -73.980026}",italian,(212) 889-0600,1852.9569539012346,vVVmHacu2YAxKfpIjhfd1g,https://s3-media3.fl.yelpcdn.com/bphoto/qJKt5l2xSBUKOFRA6UOqVg/o.jpg,False,"{'address1': '438 3rd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['438 3rd Ave', 'New York, NY 10016']}",NORMA Gastronomia Siciliana,+12128890600,$$,4.5,260,"['delivery', 'pickup']",https://www.yelp.com/biz/norma-gastronomia-siciliana-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
trattoria-dellarte-new-york,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.765295646702, 'longitude': -73.98046281606}",italian,(212) 245-9800,588.6318975509159,LXdblKc5g1Dp17xiV-Am1w,https://s3-media1.fl.yelpcdn.com/bphoto/yAlzQ90GkfNCH6qFh1Yjgw/o.jpg,False,"{'address1': '900 7th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['900 7th Ave', 'New York, NY 10019']}",Trattoria Dell'Arte,+12122459800,$$$,4.0,914,"['delivery', 'pickup']",https://www.yelp.com/biz/trattoria-dellarte-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
ulivo-new-york-2,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.7447371960713, 'longitude': -73.9880339428782}",italian,(212) 684-8000,1899.1780758476311,yB4ziqFM_7V8JxJas7CHfA,https://s3-media3.fl.yelpcdn.com/bphoto/orA3MrWswlNGWCbQXOABuA/o.jpg,False,"{'address1': '4 W 28th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['4 W 28th St', 'New York, NY 10001']}",Ulivo,+12126848000,$$,4.0,248,"['delivery', 'pickup']",https://www.yelp.com/biz/ulivo-new-york-2?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
piccola-cucina-osteria-new-york,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.72506, 'longitude': -74.00322}",italian,(646) 478-7488,4434.850280861263,qBGKigOGn_flCx1apxPzlA,https://s3-media2.fl.yelpcdn.com/bphoto/WGT4LawlgCBe8ToiEvXwbQ/o.jpg,False,"{'address1': '196 Spring St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['196 Spring St', 'New York, NY 10012']}",Piccola Cucina Osteria,+16464787488,$$,4.5,401,"['delivery', 'pickup']",https://www.yelp.com/biz/piccola-cucina-osteria-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
il-tinello-ristorante-italiano-new-york,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.76256, 'longitude': -73.97566}",italian,(212) 245-4388,358.55809138140415,hzPBADaUBQEL30MGrvKsww,https://s3-media3.fl.yelpcdn.com/bphoto/j7Ixa5X6l_-Q8oFfs4iarQ/o.jpg,False,"{'address1': '16 W 56th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['16 W 56th St', 'New York, NY 10019']}",Il Tinello Ristorante Italiano,+12122454388,$$$$,4.5,243,[],https://www.yelp.com/biz/il-tinello-ristorante-italiano-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
supper-new-york,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.7229, 'longitude': -73.98527}",italian,(212) 477-7600,4184.680927492418,Vs8kQ4R381y27AH018gLpg,https://s3-media4.fl.yelpcdn.com/bphoto/jEEH9kmoHFmyQRgXiMjFuw/o.jpg,False,"{'address1': '156 E 2nd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['156 E 2nd St', 'New York, NY 10009']}",Supper,+12124777600,$$,4.0,1225,"['delivery', 'pickup']",https://www.yelp.com/biz/supper-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
patzeria-family-and-friends-new-york,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 40.7615, 'longitude': -73.98754}",italian,(212) 245-4343,778.002919347917,A2DV-AQIXRYUMu5Ak5mjxg,https://s3-media2.fl.yelpcdn.com/bphoto/hjIQhLZrZTqtG7VxCo9DTg/o.jpg,False,"{'address1': '311 W 48th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['311 W 48th St', 'New York, NY 10036']}",Patzeria Family & Friends,+12122454343,$$,4.5,934,"['delivery', 'pickup']",https://www.yelp.com/biz/patzeria-family-and-friends-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
la-lanterna-di-vittorio-new-york,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'latitude': 40.73069, 'longitude': -74.00015}",italian,(917) 639-3236,3753.657490209913,V-FCEicobl5Su-R7EVJQNA,https://s3-media4.fl.yelpcdn.com/bphoto/hPzmm2d66tLj7dcbsajXbA/o.jpg,False,"{'address1': '129 MacDougal St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['129 MacDougal St', 'New York, NY 10012']}",La Lanterna Di Vittorio,+19176393236,$$,4.0,1396,[],https://www.yelp.com/biz/la-lanterna-di-vittorio-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
vago-restaurant-new-york,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.7458699, 'longitude': -73.9778}",italian,(646) 559-0609,1598.8674995018273,SHG9wQ5PfyXDgJDYkrPu7Q,https://s3-media1.fl.yelpcdn.com/bphoto/sHoDZ0cmUTmrnOoyGJJpyA/o.jpg,False,"{'address1': '509 3rd Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['509 3rd Ave', 'New York, NY 10016']}",Vago Restaurant,+16465590609,$$,4.0,149,"['delivery', 'restaurant_reservation', 'pickup']",https://www.yelp.com/biz/vago-restaurant-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
