alias,categories,coordinates,cuisine,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
joes-shanghai-new-york-4,"[{'alias': 'shanghainese', 'title': 'Shanghainese'}]","{'latitude': 40.7627694517048, 'longitude': -73.9759005803566}",chinese,(212) 333-3868,358.6492704856003,6hacsz7FUwprKTjJb6KFog,https://s3-media4.fl.yelpcdn.com/bphoto/V-bstJtKco1sf6yqU1Yzmg/o.jpg,False,"{'address1': '24 W 56th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['24 W 56th St', 'New York, NY 10019']}",Joe's Shanghai,+12123333868,$$,3.5,1425,"['delivery', 'pickup']",https://www.yelp.com/biz/joes-shanghai-new-york-4?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
da-tang-szechuan-new-york,"[{'alias': 'szechuan', 'title': 'Szechuan'}]","{'latitude': 40.75128, 'longitude': -73.98376}",chinese,(646) 478-8345,1095.7937919448566,v0opDMezc6pKgdfR22KUnQ,https://s3-media2.fl.yelpcdn.com/bphoto/ByzWS78I4dlPB3U1HXVLDw/o.jpg,False,"{'address1': '18 W 38th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['18 W 38th St', 'New York, NY 10018']}",Da Tang Szechuan,+16464788345,$$,4.5,70,"['pickup', 'delivery']",https://www.yelp.com/biz/da-tang-szechuan-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
wu-liang-ye-new-york,"[{'alias': 'szechuan', 'title': 'Szechuan'}]","{'latitude': 40.75781, 'longitude': -73.97994}",chinese,(212) 398-2308,290.85541567850277,qGgQMVExGERqGhZNDM2ROg,https://s3-media1.fl.yelpcdn.com/bphoto/rv-9L-afOoeWe3Qa-Nhpxw/o.jpg,False,"{'address1': '36 W 48th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['36 W 48th St', 'New York, NY 10036']}",Wu Liang Ye,+12123982308,$$,3.5,486,"['delivery', 'pickup']",https://www.yelp.com/biz/wu-liang-ye-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
dun-huang-grand-central-new-york-4,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 40.74922, 'longitude': -73.97785}",chinese,(646) 964-4007,1219.9941585876395,mUl0wtO7tPkBocuJqZ-7Dw,https://s3-media4.fl.yelpcdn.com/bphoto/BssirtHdkfxPpnDDWB-w0Q/o.jpg,False,"{'address1': '320 Lexington Ave', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['320 Lexington Ave', 'New York, NY 10016']}",Dun Huang -  Grand Central,+16469644007,,4.5,93,"['pickup', 'delivery']",https://www.yelp.com/biz/dun-huang-grand-central-new-york-4?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
jasmine-restaurant-new-york,"[{'alias': 'shanghainese', 'title': 'Shanghainese'}, {'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'szechuan', 'title': 'Szechuan'}]","{'latitude': 40.75467, 'longitude': -73.97057}",chinese,(212) 371-2348,900.1620556592637,5YBYGnZtTGJABXC4Jahhzg,https://s3-media1.fl.yelpcdn.com/bphoto/jcXrAOIbsD0xwtIbIllmDg/o.jpg,False,"{'address1': '216 E 49th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['216 E 49th St', 'New York, NY 10017']}",Jasmine Restaurant,+12123712348,$$,4.0,209,"['delivery', 'pickup']",https://www.yelp.com/biz/jasmine-restaurant-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
china-blue-new-york,"[{'alias': 'shanghainese', 'title': 'Shanghainese'}, {'alias': 'dimsum', 'title': 'Dim Sum'}]","{'latitude': 40.724038, 'longitude': -74.009958}",chinese,(212) 431-0111,4817.224642220815,0k678lCWQyReNi0lARlOmw,https://s3-media1.fl.yelpcdn.com/bphoto/Q8MmV5rWh8hq65FK2P4jyw/o.jpg,False,"{'address1': '135 Watts St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['135 Watts St', 'New York, NY 10013']}",China Blue,+12124310111,$$,4.0,612,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/china-blue-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
radiance-new-york-2,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","{'latitude': 40.7555779423723, 'longitude': -73.9703503944427}",chinese,(212) 888-8060,858.5242927620424,YdAtCf_13UK-uvXuOMrhNg,https://s3-media3.fl.yelpcdn.com/bphoto/LUKcSH6gt8OsMlBPKgEzVw/o.jpg,False,"{'address1': '208 E 50th St', 'address2': '', 'address3': '2nd & 3rd Ave', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['208 E 50th St', '2nd & 3rd Ave', 'New York, NY 10022']}",Radiance,+12128888060,$$,4.0,157,[],https://www.yelp.com/biz/radiance-new-york-2?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
chong-qing-xiao-mian-new-york-2,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 40.76513, 'longitude': -73.98753}",chinese,(212) 582-8866,933.0261984451026,lQ8Fzgji9qmgRXkFcvAsVQ,https://s3-media1.fl.yelpcdn.com/bphoto/z1UDqQoreZSEEVEgtlI8pg/o.jpg,False,"{'address1': '796 9th Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['796 9th Ave', 'New York, NY 10019']}",Chong Qing Xiao Mian,+12125828866,$$,4.0,266,"['delivery', 'pickup']",https://www.yelp.com/biz/chong-qing-xiao-mian-new-york-2?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
hunan-house-new-york-6,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.76292, 'longitude': -73.97653}",chinese,(212) 213-2299,347.85461277544925,sR-KTsDa4vafaDak9Ik2sQ,https://s3-media2.fl.yelpcdn.com/bphoto/9WHIAm8cNPRpi9IcbSWIcg/o.jpg,False,"{'address1': '40 W 56th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['40 W 56th St', 'New York, NY 10019']}",Hunan House,+12122132299,$$,3.5,245,"['delivery', 'pickup']",https://www.yelp.com/biz/hunan-house-new-york-6?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
chinese-graffiti-new-york,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 40.72835, 'longitude': -73.98204}",chinese,(646) 454-0715,3550.2670290744727,xJbr2o_5RZZYwVaFz0D14Q,https://s3-media1.fl.yelpcdn.com/bphoto/bxbagmSv0718JH8f_VjRfg/o.jpg,False,"{'address1': '171 Avenue A', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['171 Avenue A', 'New York, NY 10009']}",Chinese Graffiti,+16464540715,$$,4.5,38,"['pickup', 'restaurant_reservation', 'delivery']",https://www.yelp.com/biz/chinese-graffiti-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
ding-asian-szechuan-hot-pot-restaurant-new-york,"[{'alias': 'hotpot', 'title': 'Hot Pot'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'szechuan', 'title': 'Szechuan'}]","{'latitude': 40.76064, 'longitude': -73.98635}",chinese,(212) 265-0828,662.3048768938553,Jy7htqnnxlKB2vZO42_-aw,https://s3-media1.fl.yelpcdn.com/bphoto/FAlwQAPddxZyMBbk8fk2nQ/o.jpg,False,"{'address1': '234 W 48th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['234 W 48th St', 'New York, NY 10036']}",Ding Asian Szechuan Hot Pot Restaurant,+12122650828,$$,3.5,168,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/ding-asian-szechuan-hot-pot-restaurant-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
clay-pot-east-village-new-york-2,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.7279880270274, 'longitude': -73.9865907985248}",chinese,(646) 434-6449,3647.7042726962186,ZCAkVl5SeCDeBWg_xjfYeg,https://s3-media1.fl.yelpcdn.com/bphoto/Yc-ELtx7TEEQRQ3Vs__6oQ/o.jpg,False,"{'address1': ""58 St Mark's Pl"", 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': [""58 St Mark's Pl"", 'New York, NY 10003']}",Clay Pot - East Village,+16464346449,$$,4.5,234,"['delivery', 'pickup']",https://www.yelp.com/biz/clay-pot-east-village-new-york-2?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
xian-famous-foods-new-york-32,"[{'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.7620999, 'longitude': -73.97732}",chinese,(212) 786-2068,237.12336271041502,tsHdT1GDibhYYA0JA7Z9tg,https://s3-media4.fl.yelpcdn.com/bphoto/FGb0NS-fUV3g087sjV3PAQ/o.jpg,False,"{'address1': '37 W 54th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['37 W 54th St', 'New York, NY 10019']}",Xi'an Famous Foods,+12127862068,$$,4.0,403,[],https://www.yelp.com/biz/xian-famous-foods-new-york-32?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
buddakan-new-york,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 40.7422762672197, 'longitude': -74.0048000961542}",chinese,(212) 989-6699,2981.0496048609193,nI1UYDCYUTt23TpGxqnLKg,https://s3-media4.fl.yelpcdn.com/bphoto/Avw19VU35-FZLen3nl9gYw/o.jpg,False,"{'address1': '75 9th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['75 9th Ave', 'New York, NY 10011']}",Buddakan,+12129896699,$$$,4.0,3740,"['delivery', 'pickup']",https://www.yelp.com/biz/buddakan-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
jiang-diner-new-york,"[{'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.72665, 'longitude': -73.98838}",chinese,(646) 484-5999,3806.0115564212783,qHi_FA4zSEkFshXQ4Chc9A,https://s3-media2.fl.yelpcdn.com/bphoto/AJtxooKR9jMR6WjgaNTSSQ/o.jpg,False,"{'address1': '309 E 5th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['309 E 5th St', 'New York, NY 10003']}",Jiang Diner,+16464845999,,4.0,17,"['pickup', 'restaurant_reservation', 'delivery']",https://www.yelp.com/biz/jiang-diner-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
joes-shanghai-new-york-2,"[{'alias': 'shanghainese', 'title': 'Shanghainese'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 40.7146691442891, 'longitude': -73.9977602206654}",chinese,(212) 233-8888,5318.068106761176,0CjK3esfpFcxIopebzjFxA,https://s3-media3.fl.yelpcdn.com/bphoto/ekUo5egd4dlE7zJyb4-Leg/o.jpg,False,"{'address1': '9 Pell St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['9 Pell St', 'New York, NY 10013']}",Joe's Shanghai,+12122338888,$$,4.0,5691,[],https://www.yelp.com/biz/joes-shanghai-new-york-2?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
tang-pavilion-new-york-3,"[{'alias': 'shanghainese', 'title': 'Shanghainese'}]","{'latitude': 40.762849, 'longitude': -73.977189}",chinese,(212) 956-6888,313.02900964139275,6dVXDdgzDEVt4DvHzpWo9w,https://s3-media1.fl.yelpcdn.com/bphoto/ElV3RNBUcSGHy_dV6dbZfA/o.jpg,False,"{'address1': '65 W 55th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['65 W 55th St', 'New York, NY 10019']}",Tang Pavilion,+12129566888,$$,3.5,290,"['delivery', 'pickup']",https://www.yelp.com/biz/tang-pavilion-new-york-3?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
xian-famous-foods-new-york-39,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 40.77213, 'longitude': -73.954486}",chinese,(212) 786-2068,2417.747679682144,HScFap2SwbUlfC-QXVkxFA,https://s3-media3.fl.yelpcdn.com/bphoto/tYakGJwZLl-MjEU8SJI7rQ/o.jpg,False,"{'address1': '328 East 78th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10075', 'country': 'US', 'state': 'NY', 'display_address': ['328 East 78th St', 'New York, NY 10075']}",Xi'an Famous Foods,+12127862068,$,4.0,1506,[],https://www.yelp.com/biz/xian-famous-foods-new-york-39?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
dim-sum-palace-new-york-7,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 40.76259, 'longitude': -73.97681}",chinese,(646) 609-3966,305.34496981713437,-lgNzAEyFr8LCTuBTWnAMg,https://s3-media1.fl.yelpcdn.com/bphoto/JGfP2MOKU3WDmhXjUUk2Xg/o.jpg,False,"{'address1': '47 W 55th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['47 W 55th St', 'New York, NY 10019']}",Dim Sum Palace,+16466093966,$$,4.0,204,"['delivery', 'pickup']",https://www.yelp.com/biz/dim-sum-palace-new-york-7?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
radiance-tea-house-and-books-new-york-2,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.7639799, 'longitude': -73.98065}",chinese,(212) 217-0442,438.6607891157212,neQM053ovAOrf1sVSAPI9w,https://s3-media3.fl.yelpcdn.com/bphoto/SQoX5-_m4magOZDt7Q6BLA/o.jpg,False,"{'address1': '158 W 55th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['158 W 55th St', 'New York, NY 10019']}",Radiance Tea House and Books,+12122170442,$$,4.0,816,[],https://www.yelp.com/biz/radiance-tea-house-and-books-new-york-2?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
manting-new-york,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.7601476826859, 'longitude': -73.9829980954528}",chinese,(646) 921-7777,378.89225367474063,u5-S5ElOzXnavuZ2gFsCpg,https://s3-media4.fl.yelpcdn.com/bphoto/dBGReD1RFUGCUIVoBz4KuA/o.jpg,False,"{'address1': '150 W 49th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['150 W 49th St', 'New York, NY 10019']}",Manting,+16469217777,$$,3.5,188,"['delivery', 'pickup']",https://www.yelp.com/biz/manting-new-york?adjust_creative=3AfbwyHTrzK_p13s2OO9fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3AfbwyHTrzK_p13s2OO9fw
